username,content,date
cnnbrk,"Former President Trump has filed a lawsuit against the January 6 committee and the National Archives to keep records from his presidency secret
https://t.co/twwLI865aY",2021-10-18 20:40:51+00:00
cnnbrk,"The Biden administration is expected to announce that its top envoy for Afghanistan, Zalmay Khalilzad, will step down, sources say
https://t.co/xmUXal7IUv",2021-10-18 19:54:06+00:00
cnnbrk,Democratic Rep. David Price of North Carolina says he will not seek reelection in 2022 https://t.co/9RqJKBz07Y,2021-10-18 16:48:03+00:00
cnnbrk,"Colin Powell, military leader and first Black US secretary of state, has died of Covid-19 https://t.co/t66fH06AlW",2021-10-18 12:04:59+00:00
cnnbrk,"Betty Lynn, best known for playing Barney Fife's girlfriend Thelma Lou on ""The Andy Griffith Show,"" died this weekend. She was 95 years old.
https://t.co/Htn5Kv0YZC",2021-10-18 00:41:00+00:00
cnnbrk,"Chicago Sky defeat Phoenix Mercury to win first WNBA championship in franchise history
https://t.co/5Kx9ZhMHpY https://t.co/PBe3lVemUt",2021-10-17 22:20:42+00:00
cnnbrk,"The Premier League match between Newcastle and Tottenham Hotspur was briefly halted in the first half because of a ""medical issue"" in the crowd, the league said. The fan was stabilized and went to a hospital, Newcastle said.
https://t.co/mhtjN8ZRTj",2021-10-17 19:42:02+00:00
cnnbrk,"Former President Bill Clinton has been released from a California hospital after being treated for an infection that spread to his bloodstream
https://t.co/3AZK43kzAk",2021-10-17 15:29:43+00:00
cnnbrk,"At least one person was killed and several were injured in a shooting this morning during a homecoming event on the campus of Grambling State University in Louisiana. A suspect hasn't been identified.
https://t.co/7C8exIBR9Y",2021-10-17 15:22:28+00:00
cnnbrk,"Transportation Secretary Buttigieg says supply chain issues facing the US will continue into next year
https://t.co/15hjY2hQ2f",2021-10-17 14:35:59+00:00
cnnbrk,"A 13-year-old boy was shot and killed by bullets fired at his home while he was in his bedroom playing on his iPad in Tuscaloosa, Alabama, police say
https://t.co/XTNDFbd7le",2021-10-17 10:37:51+00:00
cnnbrk,"Up to 17 American missionaries — including three children — have been reported kidnapped by gang members in Haiti, source says
https://t.co/VtZs6BCZcj",2021-10-17 10:08:53+00:00
cnnbrk,Workers union IATSE has made a tentative agreement with TV and film producers to avoid a threatened Hollywood walkout https://t.co/ZDqe8OG9PC,2021-10-17 01:45:08+00:00
cnnbrk,"Robert Durst, who days ago was sentenced to life in prison for killing his best friend, has been placed on a ventilator with Covid-19 https://t.co/NcI1bbULQG",2021-10-16 21:37:02+00:00
cnnbrk,"Mötley Crüe singer Vince Neil was injured when he fell off the stage during a solo concert at a Tennessee music festival
https://t.co/xwX0O4KRUl",2021-10-16 20:33:14+00:00
cnnbrk,"Netflix says it fired an employee for sharing 'confidential' information outside of the company about David Chappelle's controversial comedy special
https://t.co/Fk79OdyxpA",2021-10-16 19:39:43+00:00
cnnbrk,"An assistant to the US House Sergeant-At-Arms has been arrested on child pornography charges, court records show
https://t.co/Opde4L5HLZ",2021-10-16 19:03:57+00:00
cnnbrk,"Southern California's Alisal Fire, which closed parts of US Highway 101 and the Union Pacific Railroad, is now 50% contained, fire officials said
https://t.co/u9b7leDiCl",2021-10-16 18:20:46+00:00
cnnbrk,"The vehicle belonging to a woman who went missing with her two children nearly 20 years ago has been recovered from the Ohio River, police say
https://t.co/N287mNUyF8",2021-10-16 17:29:55+00:00
cnnbrk,"The driver of a semi truck that plowed into traffic along Interstate 70 near Denver, killing 4 people, has been convicted of vehicular homicide
https://t.co/nh91JsXTYm",2021-10-16 14:16:16+00:00
cnnbrk,"Human remains found last month in Iowa have been positively identified as missing 11-year-old Xavior Harrelson
https://t.co/jQPgE4fcFg",2021-10-16 13:15:00+00:00
cnnbrk,"A Texas deputy was killed and two others wounded when they were shot from behind outside a bar in Houston, authorities said 
https://t.co/gUpuHrrbSp",2021-10-16 11:00:12+00:00
cnnbrk,A previous tweet misrepresented the way in which Wang Yaping made history and it has been deleted,2021-10-16 01:27:10+00:00
cnnbrk,China's three-person crew has arrived at its new space station https://t.co/VwTQMot4xh,2021-10-16 01:26:47+00:00
cnnbrk,"The cornerstone climate measure of Democrats' massive spending package will likely be dropped after pushback from Sen. Manchin, three sources say
https://t.co/BnyLuYml4v",2021-10-16 00:01:25+00:00
cnnbrk,"The fatal stabbing of British lawmaker David Amess has been declared a terrorist incident by UK police
https://t.co/y7Mwml8dDo",2021-10-15 23:47:20+00:00
cnnbrk,"President Biden says the Justice Department should prosecute people who defy the January 6 committee's congressional subpoenas
https://t.co/H1y9NImn0r",2021-10-15 23:11:57+00:00
cnnbrk,"A man who was shot during protests last year in Kenosha, Wisconsin, is suing the city, the county and many of its officers
https://t.co/IyZC5PwlZ6",2021-10-15 19:08:29+00:00
cnnbrk,"Alex Murdaugh waived an extradition hearing in Florida and is expected to return to South Carolina to face charges related to the misappropriation of settlement funds in connection with the 2018 death of his family's housekeeper
https://t.co/mvWGB1NfEa",2021-10-15 18:25:15+00:00
cnnbrk,"Counterterrorism officers will lead the investigation into the stabbing death of British Member of Parliament David Amess, police say
https://t.co/CWMX4qediX https://t.co/b7fIPgatJX",2021-10-15 18:19:25+00:00
cnnbrk,"FDA advisers vote unanimously to recommend booster doses of Johnson &amp; Johnson's Covid-19 vaccine
https://t.co/rIve0F4GRJ",2021-10-15 17:40:23+00:00
cnnbrk,"China successfully launches a three-person crew for a 6-month mission at its new space station, a major milestone for the burgeoning space program
https://t.co/anQ0pYOYSf",2021-10-15 16:41:28+00:00
cnnbrk,"A US Capitol Police officer was indicted on obstruction charges in connection to the January 6 insurrection
https://t.co/RX82Zh1JNM",2021-10-15 16:33:00+00:00
cnnbrk,"The Justice Department says it will ask the Supreme Court to block Texas' 6-week abortion ban while legal challenges play out
https://t.co/oyoLsP2lNb",2021-10-15 16:20:40+00:00
cnnbrk,"Nikolas Cruz intends to plead guilty to the charges stemming from the deadly 2018 school shooting in Parkland, Florida, his attorney said
https://t.co/HF7WkGKzHc",2021-10-15 15:58:27+00:00
cnnbrk,"The killing of Member of Parliament Sir David Amess today was the second killing of a sitting British lawmaker in five years. Labour MP Jo Cox was killed in her constituency in 2016.
https://t.co/3seGY5ZYz0 https://t.co/56DvF2tE6z",2021-10-15 15:36:40+00:00
cnnbrk,"A US Capitol Police officer was attacked by a woman carrying a baseball bat, the department says
https://t.co/qrSVy0ERlU",2021-10-15 15:03:04+00:00
cnnbrk,"British Conservative lawmaker David Amess has died after being stabbed multiple times at a constituency meeting, UK media report
https://t.co/A7SRHE0Pmn",2021-10-15 14:11:09+00:00
cnnbrk,"A man has been arrested after a stabbing where a British Conservative party lawmaker was meeting constituents, police say
https://t.co/wLH2xX1t6T",2021-10-15 13:16:09+00:00
cnnbrk,"The US will allow in fully vaccinated foreign visitors beginning November 8, the White House said
https://t.co/57x1ozqj2p",2021-10-15 13:07:08+00:00
cnnbrk,"The suspect in a deadly bow-and-arrow attack in Norway has been charged with five counts of murder, police said
https://t.co/Qu42HLhS9c",2021-10-15 13:00:28+00:00
cnnbrk,"Virgin Galactic's stock plunged more than 20% after the space tourism company said it would delay its full commercial service
https://t.co/mkYcm3aNqf",2021-10-15 12:27:09+00:00
cnnbrk,"At least 16 people were killed and dozens more injured in an explosion at a Shia mosque during Friday prayers in Kandahar, Afghanistan, a doctor says
https://t.co/Oeo3EVT6Sd",2021-10-15 11:04:43+00:00
cnnbrk,Real estate heir Robert Durst has been sentenced to life in prison without parole for killing Susan Berman https://t.co/1C1El1vvcC,2021-10-14 22:09:52+00:00
cnnbrk,"FDA vaccine advisers vote unanimously to recommend emergency authorization of a booster dose of Moderna's Covid-19 vaccine
https://t.co/eeNW7mZbYV",2021-10-14 19:25:42+00:00
cnnbrk,"January 6 panel moves to hold Steve Bannon in criminal contempt
https://t.co/nCUOc6kL5J",2021-10-14 17:46:16+00:00
cnnbrk,"White House vetting former FDA Commissioner Dr. Rob Califf to once again lead agency
https://t.co/Y1x2qOiCYm",2021-10-14 17:20:23+00:00
cnnbrk,"Gary Paulsen, author of young adult novel 'Hatchet,' dies at age 82
https://t.co/fd8UQh1zAK",2021-10-14 16:22:39+00:00
cnnbrk,"Alex Murdaugh, a scandal-plagued ex-South Carolina lawyer, has been taken into custody on two felony counts of obtaining property by false pretenses
https://t.co/SnvaglSFHf",2021-10-14 15:39:08+00:00
cnnbrk,"Alex Murdaugh taken into custody in Florida
https://t.co/4ucs5OTgSt",2021-10-14 15:22:52+00:00
cnnbrk,"President Biden and first lady Jill Biden will meet with Pope Francis during a trip to Rome later this month for the G20 conference, White House says
https://t.co/Yjit1SZYpu",2021-10-14 14:46:35+00:00
cnnbrk,"Police in Norway identify suspect in deadly Kongsberg bow-and-arrow attack as 37-year-old Espen Andersen Bråthen 
https://t.co/t3QkCpwmrG",2021-10-14 14:34:26+00:00
cnnbrk,"Pakistan International Airlines suspends flights to Afghanistan, citing unworkable conditions imposed by the Taliban
https://t.co/A9nGSvnLYq",2021-10-14 13:35:15+00:00
cnnbrk,"A bow-and-arrow attack that left five people dead in the town of Kongsberg is being investigated as an act of terror, Norwegian authorities say
https://t.co/7BHWThbYNn",2021-10-14 12:55:33+00:00
cnnbrk,"At least three people are dead and several injured after heavy gunfire broke out at a protest in Beirut
https://t.co/DoAInrTP3Z",2021-10-14 10:42:54+00:00
cnnbrk,At least one person has died and several have been injured as heavy gunfire breaks out at a demonstration in Beirut https://t.co/HRgnvsTaia,2021-10-14 09:36:56+00:00
cnnbrk,"At least 46 people died and dozens were injured after a major fire broke out in a building in southern Taiwan on Thursday, authorities said https://t.co/SVRsRuj3vk",2021-10-14 09:10:51+00:00
cnnbrk,Police in Norway say they had previously been in contact with the bow-and-arrow attack suspect over radicalization concerns https://t.co/vb5pwA8HA5,2021-10-14 08:41:23+00:00
cnnbrk,"A 37-year-old Danish man has been arrested and charged in connection with a bow and arrow attack in Norway that killed five people
https://t.co/oxHY9n6RFM",2021-10-14 02:12:12+00:00
cnnbrk,"White House formally rejects Trump's request to shield specific documents from January 6 investigators and sets aggressive timeline for their release
https://t.co/h2q3ANqPtP",2021-10-13 22:41:05+00:00
cnnbrk,"""Star Trek"" actor William Shatner, 90, boldly goes where no one his age has gone before after a brief space flight
https://t.co/Z38hezLwAD https://t.co/DzH7sgvdvb",2021-10-13 15:17:04+00:00
cnnbrk,"""Star Trek"" star William Shatner and three others launch into space on the same rocket Amazon founder Jeff Bezos took this summer. Follow live updates:
https://t.co/6WvR9c9zwW",2021-10-13 14:54:19+00:00
cnnbrk,"Social Security recipients will see monthly checks soar, but rising prices due to inflation will likely offset the benefit
https://t.co/ihFGH2RNur",2021-10-13 13:46:31+00:00
cnnbrk,"The United States plans to ease restrictions on travel for fully vaccinated visitors from Canada and Mexico starting in early November, relaxing bans that have been in place for more than 18 months https://t.co/8pjRULtjYR",2021-10-13 03:47:26+00:00
cnnbrk,"OSHA submits vaccine rule to the Office of Management and Budget, bringing the emergency standard that would affect private companies with 100 or more employees a step closer to taking effect https://t.co/QKA53PHQnD",2021-10-13 00:20:48+00:00
cnnbrk,"The House passes a temporary fix to avoid a default on US debts, pushing the issue into December. Biden is expected to sign the bill. https://t.co/4uJhXvVv8s",2021-10-12 23:32:22+00:00
cnnbrk,"Gabby Petito's cause of death was strangulation, coroner says https://t.co/7Mu6oexbqD",2021-10-12 18:42:19+00:00
cnnbrk,"Brooklyn Nets announce NBA star Kyrie Irving won't be allowed to play or practice with the team until he's vaccinated against Covid-19
https://t.co/EVixrP0h9i",2021-10-12 15:30:19+00:00
cnnbrk,US task force proposes adults 60 and older should not start taking daily aspirin to prevent heart disease or stroke https://t.co/m0efevdGY3,2021-10-12 15:22:49+00:00
cnnbrk,"The IMF slashes its US growth forecast as disruptions to supply chains and a resurgent Covid-19 pandemic slow economic momentum around the world
https://t.co/hlrPGREptp",2021-10-12 13:13:11+00:00
cnnbrk,"Jon Gruden resigns as Las Vegas Raiders coach after reports he used racist, homophobic and misogynistic language in emails while working at ESPN
https://t.co/zdt6Ykk9tL",2021-10-12 02:13:21+00:00
cnnbrk,"Texas Gov. Greg Abbott has issued an executive order banning all state entities, including private employers, from enforcing Covid vaccine mandates
https://t.co/FjcIYSxF6T",2021-10-12 00:53:42+00:00
cnnbrk,"At least two people are dead in the Southern California city of Santee after a twin-engine plane crashed into a neighborhood
https://t.co/V1re9l1AVI",2021-10-11 22:09:14+00:00
cnnbrk,"The price of crude oil settled above $80 a barrel for the first time in seven years. Just 18 months ago, it was negative $40.
https://t.co/XkQpxAcl3X https://t.co/qRdgvJ5Le4",2021-10-11 19:00:24+00:00
cnnbrk,"Lava flowing from the volcano on Spain's La Palma island sparked a fire at a factory, which forced more than 2,500 residents into lockdown, an official says
https://t.co/ObvbcOJTGm",2021-10-11 18:25:37+00:00
cnnbrk,"Iraqi forces capture ISIS finance chief Sami Jasim, the deputy of former ISIS leader Abu Bakr al-Baghdadi, Iraq's Prime Minister says 
https://t.co/HxD2bXgvVx",2021-10-11 17:42:19+00:00
cnnbrk,"Nedumudi Venu, a renowned actor in the South Indian film industry particularly in Malayalam cinema, dies at 73
https://t.co/YnFVaHyYcz",2021-10-11 16:04:14+00:00
cnnbrk,"Alexander Schallenberg is sworn in as Austria's new chancellor after his predecessor, Sebastian Kurz, resigned abruptly over a corruption scandal
https://t.co/PAxCYegZGc",2021-10-11 12:37:38+00:00
cnnbrk,"Merck seeks FDA emergency use authorization for molnupiravir, an experimental antiviral pill to treat Covid-19
https://t.co/TMElQnZkom",2021-10-11 10:27:28+00:00
cnnbrk,JUST IN: The Nobel Prize in economics has been split between three economic scientists for contributions to labor economics and the analysis of cause and effect https://t.co/tQzdfimeRk,2021-10-11 10:08:50+00:00
cnnbrk,"Police in St. Paul, Minnesota, are searching for multiple suspects after a woman was killed and 14 others were injured in an overnight bar shooting
https://t.co/OoBv9lYKnu",2021-10-10 15:28:11+00:00
cnnbrk,"Czech President Miloš Zeman has been taken to the hospital shortly after speaking with the country's populist prime minister whose leadership hangs in the balance following a tight election
https://t.co/Td0C3eUmYq",2021-10-10 12:55:41+00:00
cnnbrk,"Abdul Qadeer Khan, the father of Pakistan's nuclear weapons program who later sold nuclear technology to North Korea and Iran, dies at 85, according to the country's Ministry of Information
https://t.co/tdV4WJh0u7",2021-10-10 11:28:04+00:00
cnnbrk,"Austria's chancellor, Sebastian Kurz, has resigned in a televised speech following corruption allegations
https://t.co/xTNXEjwdbu",2021-10-09 18:54:03+00:00
cnnbrk,"Czechs are set for a new leader, as opposition groups are on track to win parliamentary majority, ousting populist PM Andrej Babiš's ANO party, with 98.84% of votes counted
https://t.co/VYm4lHdgLh",2021-10-09 17:09:49+00:00
cnnbrk,"Texas' AG has asked an appeals court to restore the state's six-week abortion ban while a federal judge's ruling blocking the new law is appealed
https://t.co/6HHBF9rUfR",2021-10-08 21:14:58+00:00
cnnbrk,"Just days after several of its major services went down for about six hours, Facebook is suffering another outage
https://t.co/i4igNkDqGa",2021-10-08 20:05:33+00:00
cnnbrk,"The White House has informed the National Archives it will not assert executive privilege on behalf of Trump in the Jan. 6 investigation
https://t.co/i80OJmgGYN",2021-10-08 18:43:42+00:00
cnnbrk,"A group of 136 countries have agreed to a treaty that would tax large multinational companies at a minimum rate of 15% 
https://t.co/Mc42FdJcAJ",2021-10-08 17:50:35+00:00
cnnbrk,"Two people are dead and a suspect is in custody after a shooting at a senior living facility in Prince George's County, Maryland
https://t.co/LmhWMR5dZC",2021-10-08 15:39:06+00:00
cnnbrk,"The US added only 194,000 jobs in September, another troubling sign that Covid is disrupting the economy. The unemployment rate fell to 4.8 percent. https://t.co/S6SmiRshWu",2021-10-08 12:36:55+00:00
cnnbrk,"A blast targeted a Shia mosque in Afghanistan, causing casualties, a Taliban spokesman says. No group has claimed responsibility for the attack yet. https://t.co/Wv8aD26g6l https://t.co/Hs2ZoYKzDH",2021-10-08 12:24:32+00:00
cnnbrk,Journalists Maria Ressa and Dmitry Muratov take the 2021 Nobel Peace Prize for efforts to defend freedom of expression in the Philippines and Russia https://t.co/3NXBJWBhF7,2021-10-08 09:10:16+00:00
cnnbrk,"Tesla is relocating its headquarters out of California to Austin, Texas, Elon Musk says https://t.co/O1kN7u1ucz",2021-10-08 01:00:17+00:00
cnnbrk,At least 33 people suffered injuries of varying degrees following a collision between two passenger trains in Tunisia's capital https://t.co/IxiJjFzxU7,2021-10-07 23:41:41+00:00
cnnbrk,"The Biden administration will expand the size of the Bears Ears and Grand Staircase-Escalante National Monuments, the Utah governor says https://t.co/W5zA19rGJ7",2021-10-07 21:19:49+00:00
cnnbrk,"Senate Majority Leader Chuck Schumer announces a deal has been reached to extend the debt ceiling through early December
https://t.co/VPUFAV7ZFv",2021-10-07 14:30:48+00:00
cnnbrk,"A 6.1-magnitude earthquake hits Japan's northwestern Chiba Prefecture, which lies east of Tokyo, according to Japan Meteorological Agency
https://t.co/tZ0qQjd1DB",2021-10-07 14:30:21+00:00
cnnbrk,"US warns it could sanction Ethiopia after CNN report reveals state-owned commercial airline ferried weapons during Tigray conflict
https://t.co/EwiM3mq2kM",2021-10-07 14:09:31+00:00
cnnbrk,"Pfizer seeks FDA emergency use authorization of its Covid-19 vaccine for children ages 5 to 11
https://t.co/PsHXnB6bev",2021-10-07 12:22:22+00:00
cnnbrk,"Abdulrazak Gurnah is awarded the Nobel Prize in literature for his ""uncompromising and passionate"" portrayals of the effects of colonialism
https://t.co/cYDuSjCxGW",2021-10-07 11:13:03+00:00
cnnbrk,At least 20 people have been killed and nearly 200 injured after a 5.7-magnitude quake struck southwestern Pakistan https://t.co/9ynqklZJSl,2021-10-07 03:30:41+00:00
cnnbrk,"Water rescues are underway in Birmingham, Alabama, as heavy rain has sparked a flash flood emergency and water is rising in low-lying areas across the region https://t.co/pf0AhPq8RA https://t.co/DnkIJOtB4F",2021-10-07 03:22:36+00:00
cnnbrk,Federal judge in Texas issues an order blocking enforcement of the state's six-week abortion ban https://t.co/C6k3QPcwIq,2021-10-07 00:51:01+00:00
cnnbrk,"US President Biden and Chinese President Xi agree in principle to hold a virtual meeting before the end of the year, an official says https://t.co/3UtCUlu2qz",2021-10-06 19:36:23+00:00
cnnbrk,Police say a suspect is in custody after a high school shooting in Texas that injured four victims https://t.co/KJ5in9lQ5M,2021-10-06 18:36:24+00:00
cnnbrk,The US Department of Education announced major changes to a federal student loan forgiveness program that the agency says could bring relief to thousands of borrowers working in government and nonprofit sectors. https://t.co/97L0TRsXQb,2021-10-06 11:13:24+00:00
cnnbrk,"JUST IN: The 2021 Nobel Prize in chemistry is awarded to Benjamin List and David W.C. MacMillan for ""ingenious"" tool to build molecules, helping develop new drugs and making chemistry greener https://t.co/ohLg0X8cii",2021-10-06 10:01:07+00:00
cnnbrk,"Missouri executed death row inmate Ernest Johnson on Tuesday after the US Supreme Court rejected a petition earlier in the day that had sought to delay it, citing an intellectual disability https://t.co/Qvi8ycAXow",2021-10-06 01:59:59+00:00
cnnbrk,A Florida medical examiner confirms that a body found in a wooded area in Orlando is that of 19-year-old Miya Marcano https://t.co/zd2nyymGgN,2021-10-05 15:59:51+00:00
cnnbrk,"A suspect from a ""suspicious vehicle"" parked near the Supreme Court has been taken into custody, US Capitol Police say https://t.co/R5T5FWjspq",2021-10-05 15:22:58+00:00
cnnbrk,Watch live: Facebook whistleblower Frances Haugen testifies and faces lawmakers' questions at a Senate hearing https://t.co/c4f87uOXCq,2021-10-05 14:06:42+00:00
cnnbrk,"Vaccinations prevented about 265,000 Covid-19 infections among seniors and tens of thousands of deaths from January to May, a federal report says https://t.co/cWnRpU9Gia",2021-10-05 12:10:31+00:00
cnnbrk,"Johnson &amp; Johnson says it has asked the FDA to authorize booster shots for its Covid vaccine, but has left it up to the FDA and the US Centers for Disease Control and Prevention to decide just who should get their boosters and when https://t.co/8vvXXqc26Z",2021-10-05 10:38:53+00:00
cnnbrk,JUST IN: The 2021 Nobel Prize in physics goes jointly to three scientists for pioneering work predicting global warming and understanding complex physical systems https://t.co/YG1RVrImat,2021-10-05 10:04:02+00:00
cnnbrk,"More than 200,000 minors are estimated to have been sexually abused by French Catholic clergy over 70 years, investigators say https://t.co/Z6zaVeYIqc",2021-10-05 07:57:22+00:00
cnnbrk,"Dr. Francis Collins is stepping down as director of the National Institutes of Health, the Washington Post and Politico reported Monday night
https://t.co/L4h3EZcfcI",2021-10-05 04:19:52+00:00
cnnbrk,"The Texas State Board of Pardons and Paroles voted unanimously Monday to recommend a full posthumous pardon of George Floyd for a 2004 drug conviction
https://t.co/NJQtodxzxy",2021-10-05 03:41:58+00:00
cnnbrk,"Bubba Wallace made history by becoming just the second Black driver to win NASCAR's Cup Series race, matching 1963 winner Wendell Scott's rare accomplishment
https://t.co/SDJV9BC1YH",2021-10-04 23:20:17+00:00
cnnbrk,"Facebook services are slowly resuming after a 6-hour outage
https://t.co/IFVrWvCxZZ",2021-10-04 22:44:57+00:00
cnnbrk,"Biden administration reverses Trump-era rule that prohibited federally funded health care providers from making abortion referrals
https://t.co/y7hg21l8bA",2021-10-04 21:51:37+00:00
cnnbrk,"Members of a union representing roughly 60,000 film and TV workers vote to authorize a strike after talks with producers group fail
https://t.co/0IjLbqpMFQ",2021-10-04 18:54:51+00:00
cnnbrk,"Facebook, Instagram and WhatsApp suffer outages https://t.co/h1PTBMvMSR",2021-10-04 17:06:14+00:00
cnnbrk,President Biden rips Republicans for not voting to raise the debt limit as deadline to avoid historic default looms two weeks away https://t.co/sBCoswOPXu,2021-10-04 16:05:36+00:00
cnnbrk,The identity of the Facebook whistleblower who released internal research — leading to a firestorm for the social media company — is revealed as former product manager Frances Haugen https://t.co/fMTbC8sYyQ https://t.co/2LAJtLIu7z,2021-10-04 01:07:14+00:00
cnnbrk,"An explosion in central Kabul has resulted in a number of civilian casualties and deaths, the Taliban say https://t.co/puG0209fKt",2021-10-03 12:25:55+00:00
cnnbrk,"A body found is believed to be missing 19-year-old Miya Marcano, Florida authorities say https://t.co/cOP8GCV8kc",2021-10-02 18:14:09+00:00
cnnbrk,"The Senate has passed the temporary extension of the Highway Trust Fund, ensuring that 3,700 federal employees will not be furloughed https://t.co/faXGJ55RM8",2021-10-02 17:51:47+00:00
cnnbrk,"Pakistani comedian and actor Umer Sharif has died at the age of 66 in Germany, where he was seeking medical treatment https://t.co/hDMLbdCaG7",2021-10-02 16:04:14+00:00
cnnbrk,"A Canadian citizen and English-speaking narrator of ISIS terrorist recruitment videos is in US custody and facing charges, the Justice Department says https://t.co/ryU4pHHrpx",2021-10-02 15:40:22+00:00
cnnbrk,"NWSL commissioner resigns, league calls off weekend matches after accusations of sexual misconduct by fired coach https://t.co/P9nALyeaoT",2021-10-02 02:24:40+00:00
cnnbrk,"The House passes a bill to extend highway funding for 30 days. About 3,700 federal employees were furloughed when funding lapsed overnight.
https://t.co/0GVoOFSixd",2021-10-02 00:28:52+00:00
cnnbrk,"Supreme Court Justice Sonia Sotomayor denies a request from a group of NYC teachers to block the city's vaccine mandate for public school employees
https://t.co/UOxPe8xsGn",2021-10-01 21:17:24+00:00
cnnbrk,"President Biden is on Capitol Hill for talks as congressional Democratic leaders scramble to secure a last-minute deal. Follow live updates.
https://t.co/Akorun8ykb",2021-10-01 19:51:47+00:00
cnnbrk,California is adding a Covid-19 vaccination to the immunizations required for in-person school attendance https://t.co/QBFstHXWtG,2021-10-01 17:50:26+00:00
cnnbrk,"A key measure of inflation hits a new 30-year high, with the PCE price index surging 4.3% over the 12 months ending in August https://t.co/m5rRQ0Gehw",2021-10-01 13:13:03+00:00
cnnbrk,"Justice Brett Kavanaugh has tested positive for Covid-19, the Supreme Court says https://t.co/sqRfIgTmEj",2021-10-01 13:01:04+00:00
cnnbrk,Merck says its Covid-19 pill cuts hospitalization and deaths by half. The pharmaceutical company plans to seek FDA emergency use authorization next. It would become the first oral antiviral for Covid-19 if approved. https://t.co/K2RCOmOZRo https://t.co/AdkZ8Fd1o5,2021-10-01 11:03:58+00:00
cnnbrk,"Japan's Princess Mako will marry her commoner fiance this month, a controversial union that requires her to give up her royal status

https://t.co/Rq0bwkZO1J",2021-10-01 05:58:28+00:00
cnnbrk,Pelosi delays vote on roughly $1 trillion infrastructure bill as negotiations continue between wings of the Democratic Party https://t.co/v5axso87dy,2021-10-01 02:48:19+00:00
cnnbrk,Federal appeals court says Biden administration can continue expelling migrant families with children at the border under a public health authority linked to the pandemic https://t.co/BWae452joc,2021-09-30 23:56:09+00:00
cnnbrk,Biden signs resolution to keep the government open as lawmakers continue negotiating his massive infrastructure bill. Follow live. https://t.co/TtlE0RVggL,2021-09-30 23:32:54+00:00
cnnbrk,Wall Street logs its worst month of the year and ends its final trading day of the quarter in the red https://t.co/bF9DXyeP3Y,2021-09-30 21:10:30+00:00
cnnbrk,A group of public school teachers in New York has asked the Supreme Court to block New York City's vaccine mandate https://t.co/weVPwT0hHM,2021-09-30 20:00:30+00:00
cnnbrk,House passes last-minute resolution to avoid a government shutdown. It now heads to the President's desk. https://t.co/7lSYuuoxqS,2021-09-30 19:50:03+00:00
cnnbrk,John T. Earnest gets life in prison without the possibility of parole for a 2019 California synagogue shooting that left one dead https://t.co/IqF8CYDzjK,2021-09-30 19:31:35+00:00
cnnbrk,The Senate passes a short-term patch to keep the government open past tonight's funding expiration. The House is on track to vote later today. https://t.co/YKUUO4dS32,2021-09-30 18:00:22+00:00
cnnbrk,Exclusive: The special counsel probing the FBI's Russia investigation issues a fresh round of subpoenas https://t.co/w8wEzW74Cn,2021-09-30 17:32:52+00:00
cnnbrk,The ex-UK police officer who falsely arrested then raped and murdered Sarah Everard is sentenced to life without parole https://t.co/XjzbJns6KV,2021-09-30 11:23:39+00:00
cnnbrk,Former French President Nicolas Sarkozy is found guilty of illegal electoral campaign financing in his failed 2012 re-election bid https://t.co/q8gh7ONuaJ,2021-09-30 09:15:35+00:00
cnnbrk,Schumer announces an agreement reached with Republicans on a stopgap funding bill to be voted on Thursday. The House is expected to take up the measure afterward. https://t.co/hPdN1gv5fv,2021-09-30 00:47:14+00:00
cnnbrk,Committee investigating the Jan. 6 insurrection targets organizers of the Stop the Steal rally in its second batch of subpoenas https://t.co/fVMNQMWUQc,2021-09-29 22:26:25+00:00
cnnbrk,Judge suspends Britney Spears' father as the conservator of her estate. Follow live updates. https://t.co/pgkTA6ZQx4,2021-09-29 22:25:34+00:00
cnnbrk,"Americans across the US could start seeing slowdowns in mail delivery as early as Friday due to new USPS service standards
https://t.co/DD2Mkdz8n8",2021-09-29 18:42:23+00:00
cnnbrk,"YouTube says videos that spread misinformation on any approved vaccines, not just Covid-19 shots, will now be removed https://t.co/evBEfzy4o5",2021-09-29 14:00:48+00:00
cnnbrk,Japan's former top diplomat Fumio Kishida has been elected leader of the country's ruling party — clearing a path for him to become Prime Minister https://t.co/Cdbs27JNRA,2021-09-29 06:16:03+00:00
cnnbrk,Biden is canceling a Wednesday trip to Chicago in order to keep leading crucial negotiations as his legislative agenda faces hurdles in Congress https://t.co/SVppuA8JxX,2021-09-28 22:29:12+00:00
cnnbrk,"Capital Gazette shooter Jarrod Ramos, who killed five newspaper employees, is sentenced to life in prison without parole https://t.co/yJDl6PMNRJ",2021-09-28 15:34:24+00:00
cnnbrk,Gen. Milley defends calls to China during Trump administration that have become a lightning rod for partisan criticism https://t.co/gpwcgbejUZ,2021-09-28 14:33:21+00:00
cnnbrk,Lawmakers grill Defense Secretary Austin and Gen. Milley on the Afghanistan withdrawal and chaotic Kabul evacuation. Follow live updates: https://t.co/dKz55t16CJ,2021-09-28 13:35:34+00:00
cnnbrk,"Senate Republicans block bill to suspend the nation's debt limit and avert a government shutdown in key procedural vote
https://t.co/tld6nSXScj",2021-09-27 22:45:41+00:00
