username,content,date
cnnbrk,"Singer R. Kelly is convicted of racketeering and sex trafficking charges at federal trial
https://t.co/i7uMXzs1oN https://t.co/BrOxnCPtrP",2021-09-27 19:36:12+00:00
cnnbrk,Singer R. Kelly is convicted of racketeering by a federal jury in Brooklyn https://t.co/XJa0fEjOzv,2021-09-27 19:27:06+00:00
cnnbrk,A jury has reached a verdict in R. Kelly's racketeering and sex trafficking trial. Follow live updates. https://t.co/fYqwV7kN25,2021-09-27 19:10:46+00:00
cnnbrk,President Biden gets his third Covid-19 vaccine shot on camera and says getting more people vaccinated is key to ending the pandemic https://t.co/6QwOt0mLUB https://t.co/x3F82dSszk,2021-09-27 17:28:08+00:00
cnnbrk,"The Justice Department reaches a deal with John Hinckley Jr., the man who tried to assassinate President Reagan, that would grant him ""unconditional release."" A judge must still sign off. https://t.co/X1Vt6bIxCV",2021-09-27 15:57:49+00:00
cnnbrk,"President Biden will get his Covid-19 booster shot this afternoon, the White House says https://t.co/GSfX3eXi9E",2021-09-27 15:26:45+00:00
cnnbrk,"Murders in the US were up sharply in 2020, with the FBI reporting a rise of nearly 30% over the previous year https://t.co/ejzm1nWpPv",2021-09-27 13:52:56+00:00
cnnbrk,The Biden administration takes steps to save the Obama-era DACA program that shields undocumented immigrants brought to the US as children from deportation https://t.co/07PJbPAjt7,2021-09-27 13:01:42+00:00
cnnbrk,"One man has died and nine people have been injured following a strong earthquake that shook the Greek island of Crete, Greece's General Secretariat for Civil Protection confirmed https://t.co/f5pxcgE54c",2021-09-27 11:06:07+00:00
cnnbrk,"JUST IN: An earthquake has hit the island of Crete, Greece, according to the European-Mediterranean Seismological Centre. https://t.co/iLzCSlUwjf",2021-09-27 08:09:34+00:00
cnnbrk,"Preliminary official results show that Germany’s Social Democratic Party wins most seats in Parliament
https://t.co/67rreiGAO9",2021-09-27 03:37:13+00:00
cnnbrk,"The US wins back the Ryder Cup with a dominant performance over Europe
https://t.co/m9Xja2DOtU",2021-09-26 21:13:59+00:00
cnnbrk,The center-left SPD party is ahead in exit polls as voting ends in Germany's election but the final result remains uncertain. Follow live updates.  https://t.co/0b61rdOCnW,2021-09-26 16:13:02+00:00
cnnbrk,"The arrest of a man in connection with the murder of teacher Sabina Nessa is a ""significant development"" in the case, London's Metropolitan Police said https://t.co/EAJZVKGnfl",2021-09-26 11:37:13+00:00
cnnbrk,At least three people have died and others are injured after an Amtrak train derailed in Montana https://t.co/4XuJ0E7FrR,2021-09-26 02:15:01+00:00
cnnbrk,"House committee advances Democrats' $3.5 trillion budget deal in a key procedural vote, sending it to the House floor https://t.co/653S13sQCG",2021-09-25 21:59:21+00:00
cnnbrk,Federal appeals court temporarily blocks Covid-19 vaccine mandate for New York City educators that was set to go into effect early next week https://t.co/fgJ2d9zYcH,2021-09-25 21:41:09+00:00
cnnbrk,"Spain's Sergio Garcia won his 24th Ryder Cup match Saturday, breaking Nick Faldo's record of 23
https://t.co/35Ctjyl2pg",2021-09-25 17:38:52+00:00
cnnbrk,"Two Canadians detained by China for nearly three years have been released, Canadian Prime Minister Justin Trudeau announced https://t.co/jxaySIYo5m https://t.co/MC3UMZR3EM",2021-09-25 01:40:49+00:00
cnnbrk,"Huawei CFO Meng Wanzhou pleaded not guilty to US charges against her. She and the DOJ reached a deferred prosecution agreement related to the charges. An earlier tweet about her expected plea has been deleted.
https://t.co/UM0Q3uBhRV",2021-09-25 00:01:31+00:00
cnnbrk,"Jurors begin deliberations in R. Kelly's federal trial in Brooklyn, where he faces racketeering and sex trafficking charges https://t.co/yf1CUuR8nE",2021-09-24 18:05:42+00:00
cnnbrk,"After several days of living in squalid conditions under the Del Rio International Bridge in Texas, the last remaining migrants departed a makeshift camp
https://t.co/37385qcsI5",2021-09-24 17:25:17+00:00
cnnbrk,"'The View' host Sunny Hostin and guest host Ana Navarro both tested positive for breakthrough cases of Covid-19 ahead of an interview with Vice President Kamala Harris
https://t.co/Naemgd7EpJ",2021-09-24 16:42:04+00:00
cnnbrk,"The House passes a bill aimed at preserving the right to abortion in a nearly party-line vote. It is not expected to pass the Senate.
https://t.co/fsl1VhEJld",2021-09-24 16:15:50+00:00
cnnbrk,"Former Minneapolis police officer Derek Chauvin plans to appeal his conviction earlier this year on charges in the murder of George Floyd
https://t.co/KwM5dc6Sns",2021-09-24 15:12:58+00:00
cnnbrk,"President Biden harshly condemns images of Border Patrol agents on horseback rounding up Haitian migrant families, saying people will be punished https://t.co/tP83EoFM3C",2021-09-24 14:23:42+00:00
cnnbrk,"China deems all cryptocurrency-related transactions illegal, news that sends Bitcoin and Ethereum prices tumbling https://t.co/G0f2APkxet",2021-09-24 12:47:49+00:00
cnnbrk,"The CDC recommends Covid-19 vaccine boosters for older and high risk Americans, including those whose jobs put them at risk of infection https://t.co/UGf7ffojBy",2021-09-24 05:58:42+00:00
cnnbrk,A draft of a review ordered by Arizona Senate Republicans confirms President Biden defeated Donald Trump in Maricopa County last November https://t.co/bKnd0R211d,2021-09-24 04:33:38+00:00
cnnbrk,"House select committee issues its first round of subpoenas, targeting four Trump loyalists in its Jan. 6 investigation https://t.co/xn8z9cRtT9",2021-09-23 23:35:52+00:00
cnnbrk,"An Illinois coroner has identified a body found earlier this month as missing graduate student Jelani Day, who was last seen in late August https://t.co/yIu7koto4X",2021-09-23 21:23:27+00:00
cnnbrk,Texas abortion providers have asked the Supreme Court to expedite a review of the state law that bars abortions after six weeks https://t.co/Th7G9tHbR1,2021-09-23 20:49:44+00:00
cnnbrk,At least one person was killed and multiple others were injured after a shooting at a Kroger. The shooter is also dead. Follow live updates. https://t.co/g2E9gTTA3i,2021-09-23 20:42:55+00:00
cnnbrk,CDC advisers recommend certain adults vaccinated with Pfizer's Covid-19 vaccine get a booster dose https://t.co/5YUdE0l5GG,2021-09-23 20:14:23+00:00
cnnbrk,"Multiple people are injured and several are being taken to the hospital following a shooting at a Kroger in Tennessee, town spokesperson says https://t.co/avcLZ3ZpqS",2021-09-23 20:09:28+00:00
cnnbrk,"US Rep. Lauren Boebert paid utility and rent bills with campaign funds, according to a new Federal Election Commission filing
https://t.co/i4MdeqOXky",2021-09-23 18:06:27+00:00
cnnbrk,"Tropical Storm Sam forms in the Atlantic, more than 1,700 miles east of the Leeward Islands. The storm is ​expected to quickly strengthen into a hurricane as it approaches the Caribbean.
https://t.co/uSOfeTPqgU",2021-09-23 17:10:46+00:00
cnnbrk,The Department of Homeland Security temporarily suspends use of horse patrol in the Del Rio sector of the US southern border after aggressive confrontation with migrants https://t.co/WjKPTtpXKA,2021-09-23 16:44:25+00:00
cnnbrk,"Senate Majority Leader Chuck Schumer says Democrats have a ""framework"" to pay for their $3.5 trillion plan, though it's unclear if moderates are on board
https://t.co/2QulvaeBdI",2021-09-23 16:24:04+00:00
cnnbrk,"Daniel Foote, US special envoy to Haiti, resigns, citing the ""inhumane"" US decision to deport thousands of Haitian refugees from the US-Mexico border
https://t.co/A9AuAQ2wex",2021-09-23 13:12:10+00:00
cnnbrk,FDA has OK'd a booster dose of Pfizer's Covid-19 vaccine for certain adults and people at high risk of severe illness https://t.co/xsVps1KBMG,2021-09-22 23:45:42+00:00
cnnbrk,House Democrats quietly move to limit their Republican counterparts' power to press for investigations into the Biden administration https://t.co/CfGPAcsyJP,2021-09-22 20:26:41+00:00
cnnbrk,The Fed signals it may start winding down Covid stimulus programs if the economic recovery continues as expected https://t.co/xom3CwJfLL,2021-09-22 18:19:23+00:00
cnnbrk,"A dive team arrives at a Florida nature reserve as part of the search for Gabby Petito's fiancé Brian Laundrie, who hasn't been seen since last week
https://t.co/P45dEklfxn",2021-09-22 17:50:39+00:00
cnnbrk,"Biden speaks with French President Macron for the first time since a diplomatic crisis over talks to equip Australia with nuclear-powered submarines
https://t.co/lgwLHHRNbe",2021-09-22 16:53:15+00:00
cnnbrk,"Ten Black female officers sue Washington, DC, police, alleging discrimination and ""pervasive retaliation"" after raising concerns to the department
https://t.co/L812UOKpjq",2021-09-22 15:22:26+00:00
cnnbrk,"A teen is dead and two children are injured after a drive-by shooting at a bus stop in Louisville, Kentucky
https://t.co/TW87G532nu",2021-09-22 14:01:38+00:00
cnnbrk,"Some Haitians who crossed the Texas border are being allowed into the US despite claims from Homeland Security officials that they would be expelled
https://t.co/l2JLyrKszj",2021-09-22 13:56:18+00:00
cnnbrk,"Serhiy Shefir, a top aide to Ukraine President Volodymyr Zelensky, survives an apparent assassination attempt, authorities say
https://t.co/Xr8ynK76NX",2021-09-22 12:41:20+00:00
cnnbrk,"The US is purchasing an additional 500 million Pfizer Covid-19 vaccines to donate to lower-income countries starting in 2022
https://t.co/Y5qEDCiyHt",2021-09-22 11:30:44+00:00
cnnbrk,"House passes a bill to prevent a government shutdown and suspend the nation's borrowing limit, but it's unlikely to pass the Senate
https://t.co/o2TK5lPngw",2021-09-22 00:47:37+00:00
cnnbrk,"An earthquake of magnitude 6.0 has struck near Melbourne in southern Australia, authorities say
https://t.co/2fHp6zcBtt",2021-09-22 00:21:06+00:00
cnnbrk,"Autopsy results have confirmed that the remains found in Wyoming are those of Gabby Petito, FBI in Denver says
https://t.co/HQxUDkFY1j",2021-09-21 21:13:32+00:00
cnnbrk,'Decisive decade for our world': President Biden began his address to the UN by acknowledging the huge losses globally from the Covid-19 pandemic https://t.co/MtJO35Fuos,2021-09-21 14:26:40+00:00
cnnbrk,"President Biden speaks at the UN where he's expected to address the Afghanistan withdrawal, the Covid-19 pandemic and tension among foreign allies. Follow live updates:
https://t.co/3hINCIoaiF",2021-09-21 14:03:11+00:00
cnnbrk,"Homeland Security Chief Mayorkas says he's ""horrified"" by images that appear to show US Border Patrol agents on horseback confronting Haitian refugees https://t.co/5NHKt6D7ze https://t.co/XOQ5jiT09K",2021-09-21 13:23:58+00:00
cnnbrk,"A two-dose version of Johnson &amp; Johnson's vaccine is 94% effective against Covid-19, the company says, making it comparable to Moderna's or Pfizer's https://t.co/irwlWq2EVq",2021-09-21 10:37:14+00:00
cnnbrk,"BREAKING: Moscow was responsible for killing Alexander Litvinenko, a Russian spy poisoned in London in 2006, the European Court of Human Rights rules https://t.co/nwK9eAIYYk",2021-09-21 09:50:35+00:00
cnnbrk,"BREAKING: A military coup has failed in Sudan and dozens of officers have been arrested, sources tell CNN https://t.co/Egdwe5tk0w",2021-09-21 08:04:54+00:00
cnnbrk,"Prime Minister Justin Trudeau's Liberal Party will form the country's next government after a snap election, Canadian news outlets project
https://t.co/TOGwgNs1CO",2021-09-21 03:15:42+00:00
cnnbrk,"A Texas doctor who wrote an op-ed claiming he violated the state's six-week abortion ban now faces a lawsuit brought against him under the ban
https://t.co/d56R1Y97yE",2021-09-20 21:50:34+00:00
cnnbrk,"Despite 103 years of advances, the Covid-19 pandemic has now killed more Americans than the 1918 flu pandemic did
https://t.co/dkDd6o1zRJ",2021-09-20 20:08:59+00:00
cnnbrk,"The US is extending nonessential travel restrictions at land crossings with Canada and Mexico through October 21
https://t.co/SuMPS93Jdh",2021-09-20 19:39:26+00:00
cnnbrk,"Democrats plan to tie a suspension of the debt limit to a spending bill to keep the government funded, setting up a showdown with the GOP heading into the fall
https://t.co/ocerq0ZJti",2021-09-20 19:29:33+00:00
cnnbrk,The Supreme Court will consider a Mississippi abortion law on December 1. It's one of the most substantial cases to look at overturning Roe v. Wade. https://t.co/mXQK3bnd0x,2021-09-20 16:24:37+00:00
cnnbrk,"The US plans to ease travel restrictions on visitors from the EU and the UK in November, a person familiar with the matter tells CNN https://t.co/pdenVuFrqq",2021-09-20 13:55:41+00:00
cnnbrk,"Pfizer: Covid-19 vaccine for kids ages 5 to 11 is safe and shows 'robust' antibody response
https://t.co/4l4OT8R9SG",2021-09-20 10:46:50+00:00
cnnbrk,"BREAKING: A shooting has been reported at a university in Perm, Russia, with students and teachers locking themselves into classrooms, state media says https://t.co/ys3YRnChBL",2021-09-20 07:47:59+00:00
cnnbrk,"RuPaul makes history. 'The Crown' and freshman comedy 'Ted Lasso' walk away big winners. Here are the Emmy highlights.
https://t.co/HpesLnGb2N https://t.co/nqpWCzVOPz",2021-09-20 03:35:21+00:00
cnnbrk,"A ruling from the Senate parliamentarian makes it unlikely Democrats will be able to include immigration reform in their sweeping economic package
https://t.co/aIsMv4DSF8",2021-09-20 01:06:58+00:00
cnnbrk,"First Emmy award of the night goes to 'Ted Lasso' actress Hannah Waddingham for supporting actress in a comedy series
https://t.co/nU55E7JtZk https://t.co/nHwORcKe75",2021-09-20 00:23:53+00:00
cnnbrk,"FBI says human remains found in Wyoming are ""consistent with the description"" of Gabby Petito, but no formal identification has been made
https://t.co/omghaaEOz3",2021-09-19 22:30:59+00:00
cnnbrk,"A body was found in a national forest in Teton County, Wyoming, officials say. Police have been searching the area for evidence of Gabby Petito.
https://t.co/zZxzH2a9NQ",2021-09-19 21:29:06+00:00
cnnbrk,"Two pilots were hospitalized after they ejected from a military training jet that crashed in Lake Worth, Texas, officials say 
https://t.co/ZQIQsZpWOG https://t.co/EFhhyJGR94",2021-09-19 19:16:39+00:00
cnnbrk,"A military training aircraft has crashed in Lake Worth, Texas. Two homes have been heavily damaged and up to three patients are being treated.
https://t.co/AqGfuW4dSg",2021-09-19 17:49:01+00:00
cnnbrk,"Justice Stephen Breyer argues the Supreme Court is driven by judicial philosophy, not politics. He also weighs in on speculation about whether he'd step down.
https://t.co/mtKM1CpPC2",2021-09-19 15:38:20+00:00
cnnbrk,"Tropical Storm Peter forms hundreds of miles northeast of the Leeward Islands. Forecasters warn its impact to land is expected to be minimal as it remains in the open Atlantic waters
https://t.co/BfruCzxs7J",2021-09-19 14:32:44+00:00
cnnbrk,"SpaceX capsule splashes down off the coast of Florida, marking the end of the first all-tourist mission to Earth's orbit
https://t.co/5QjUL2BXkT",2021-09-18 23:16:13+00:00
cnnbrk,"At least 235 people were arrested and 10 police officers injured following a large anti-lockdown protest in Melbourne, Australia
https://t.co/U7pzrRCWtH",2021-09-18 17:50:41+00:00
cnnbrk,"An Alabama man has been arrested after a shooting at a casino in Biloxi, Mississippi, left one person dead, police say https://t.co/5ZS3OR59BG",2021-09-18 16:16:52+00:00
cnnbrk,"A magnitude 4.3 earthquake struck Southern California on Friday evening, according to the US Geological Survey https://t.co/7B2AzMpyP7 https://t.co/jQuxwxCCpT",2021-09-18 03:51:22+00:00
cnnbrk,"A jury found real estate heir Robert Durst guilty of first-degree murder in the killing of his close friend, Susan Berman
https://t.co/VAL5amDSHT",2021-09-17 23:21:54+00:00
cnnbrk,"In a second vote, FDA advisers recommend a booster dose of Pfizer's vaccine for people 65 and older and those at high risk of severe Covid
https://t.co/KkmHSgooW1",2021-09-17 20:36:11+00:00
cnnbrk,"France recalls its ambassador to the US in response to the US' national security partnership with the UK and Australia
https://t.co/miW1Wf2ryK",2021-09-17 20:23:10+00:00
cnnbrk,"FDA vaccine advisers reject Pfizer's application to add a booster to its two-dose coronavirus vaccine regimen
https://t.co/5IwO5vGkyt",2021-09-17 19:46:53+00:00
cnnbrk,"US military admits it killed 10 civilians and targeted wrong vehicle in Kabul airstrike in August
https://t.co/1JBjCWCVwc",2021-09-17 19:04:54+00:00
cnnbrk,"New study finds Moderna's vaccine is slightly more effective than Pfizer and J&amp;J in keeping people out of the hospital
https://t.co/6ZDzMYnFpw",2021-09-17 17:43:57+00:00
cnnbrk,"The Department of Homeland Security warns about the potential for violence from people involved in or opposed to the ""Justice for J6"" rally planned for Saturday https://t.co/IHxv4QDPwh",2021-09-16 19:53:04+00:00
cnnbrk,"A federal judge has blocked the Biden administration from expelling migrant families apprehended at the US-Mexico border under a public health order
https://t.co/9So5yqvrRJ",2021-09-16 19:02:52+00:00
cnnbrk,"Alex Murdaugh, the South Carolina lawyer whose wife and son were killed in June, turns himself in on charges related to insurance fraud
https://t.co/AnjBk1yA55",2021-09-16 15:52:18+00:00
cnnbrk,A Colorado state probe launched in response to the death of Elijah McClain found Aurora police had a pattern of practicing racially biased policing https://t.co/kHHkJ9iauA,2021-09-16 00:06:35+00:00
cnnbrk,The first-ever orbital flight crewed entirely by tourists will launch shortly from NASA's Kennedy Space Center. Follow live updates: https://t.co/ELqltWVw5z,2021-09-15 23:37:21+00:00
cnnbrk,Taliban co-founder and acting Deputy Prime Minister Mullah Abdul Ghani Baradar refuted rumors he had been injured or even killed in a dispute last week at the presidential palace in Kabul https://t.co/PjEsXcj5QY,2021-09-15 21:35:30+00:00
cnnbrk,President Biden plans to announce the US and UK are helping Australia acquire nuclear submarines in a new pushback against China https://t.co/nRxL1r54Jn,2021-09-15 21:10:07+00:00
cnnbrk,Olympians McKayla Maroney and Simone Biles rip the FBI and Justice Department in Senate hearing on the botched investigation of Larry Nassar abuse. Follow live: https://t.co/m0Ykd0oljo,2021-09-15 15:31:57+00:00
cnnbrk,"Authorities have charged a man in the shooting of South Carolina lawyer Alex Murdaugh in what they allege was a conspiracy to commit insurance fraud  
https://t.co/CPh4WhlooG",2021-09-15 05:15:12+00:00
cnnbrk,Hundreds of people protested in the southern Afghan city of Kandahar against what they say are Taliban orders for citizens to leave their homes on the eve of winter. https://t.co/JfghZADiUq,2021-09-15 04:31:02+00:00
cnnbrk,"Yellowstone National Park set a record for visits in August, the National Park Service said. The park hosted 921,844 recreation visits last month -- the equivalent of almost the entire population of Austin, Texas, visiting there. https://t.co/O0Gwup7u9g",2021-09-15 02:20:04+00:00
cnnbrk,"The capsizing of the Golden Ray cargo ship off the Georgia coast two years ago was caused by incorrect calculations about the vessel's stability, the National Transportation Safety Board said. https://t.co/fkSRMJiT5s",2021-09-15 02:01:06+00:00
cnnbrk,Republican Sen. Josh Hawley says he'll hold up State and Defense Department nominees unless Secretary of State Tony Blinken and  Defense Secretary Lloyd Austin resign https://t.co/npi4dNlLtx,2021-09-15 01:40:11+00:00
cnnbrk,"Arizona Attorney General Mark Brnovich sues Biden administration for ""federal overreach"" over the new coronavirus vaccine mandates President Biden announced last week https://t.co/xvD0t4rish",2021-09-15 01:31:22+00:00
cnnbrk,"The Covid-19 pandemic remains at the top of California voters' minds, with about one-third saying it's the biggest issue for the state, according to an exit poll conducted for CNN and other news networks. https://t.co/RCfMA1SRu6",2021-09-14 23:19:33+00:00
cnnbrk,"When the new NBA season begins October 19, players will not have to be vaccinated against Covid-19 to play, a source told CNN. https://t.co/soVr8FGhja",2021-09-14 22:50:05+00:00
cnnbrk,"Comedian Norm Macdonald, who was a beloved anchor of ""Saturday Night Live's"" popular ""Weekend Update"" segments, has died https://t.co/aW2DaKX41H",2021-09-14 19:32:06+00:00
cnnbrk,"First on CNN: Two days after the Capitol riot, the chairman of the Joint Chiefs took top secret action to limit President Donald Trump’s ability to order a nuclear strike, Bob Woodward's new book says https://t.co/lr16tejBVU",2021-09-14 15:56:45+00:00
cnnbrk,Four former Minneapolis police officers charged with violating George Floyd's civil rights plead not guilty https://t.co/kfBhFmwA0L,2021-09-14 15:50:51+00:00
cnnbrk,"11.4% of Americans were in poverty last year -- up from 10.5% in 2019 -- as the pandemic upended the US economy, according to US Census data
https://t.co/lYA6bXlYPP",2021-09-14 14:48:31+00:00
cnnbrk,"Senate Democrats will propose new legislation today on voting reform following months of discussions to get all 50 of their members behind the bill even though it stands virtually no chance of becoming law
https://t.co/dEmweqs7qP",2021-09-14 12:55:09+00:00
cnnbrk,"Russian President Vladmir Putin is self-isolating after several people in his inner circle test positive for Covid-19, the Kremlin says
https://t.co/E6aicrxgUc",2021-09-14 10:25:48+00:00
cnnbrk,"Hurricane Nicholas has made landfall in Texas, packing 75mph winds and threatening dangerous flooding https://t.co/WzaGlqKfTM",2021-09-14 06:44:14+00:00
cnnbrk,"Nicholas has strengthened into a Category 1 hurricane and is expected to make landfall in the coming hours in Texas
https://t.co/FvMmLjRTLW",2021-09-14 03:30:57+00:00
cnnbrk,"Apple issues urgent iPhone software update to address critical spyware vulnerability
https://t.co/cCc9b61GsX",2021-09-13 20:54:44+00:00
cnnbrk,Temporary fencing is going back up to surround the US Capitol building ahead of a planned right-wing rally Saturday https://t.co/gSdKoLKYpK,2021-09-13 16:44:59+00:00
cnnbrk,US Capitol Police arrest a man armed with a bayonet and machete in his truck near Democratic National Committee headquarters https://t.co/mCJ2R31MZN,2021-09-13 15:04:55+00:00
cnnbrk,"Parts of Texas are under a hurricane watch as Tropical Storm Nicholas is expected to gain strength Monday
https://t.co/EmAFnxf3NQ",2021-09-12 22:36:39+00:00
cnnbrk,"Two people are missing and one person was injured in an explosion at an apartment complex near Atlanta. A fire official says someone reported a strong smell of gas before the blast.
https://t.co/2QltApFMcs",2021-09-12 20:48:47+00:00
cnnbrk,"Police are responding to reports of an explosion at an apartment complex in Dunwoody, Georgia. Officials describe the scene as ""very active."" https://t.co/psFo4V6VtJ",2021-09-12 18:46:25+00:00
cnnbrk,"New York Rep. Joe Morelle announces that he has tested positive for Covid-19, stressing that his vaccination against the virus has prevented him from having a severe infection
https://t.co/H9PIiVUIwG",2021-09-12 18:04:19+00:00
cnnbrk,"Tropical Storm Nicholas forms in the Gulf of Mexico, the National Hurricane Center says. Parts of Texas could see up to 15 inches of rain by mid-week.
https://t.co/fJpKZF5Yf7",2021-09-12 16:21:06+00:00
cnnbrk,"Democratic Sen. Joe Manchin says he will not support the $3.5 trillion spending bill proposed by President Biden and his allies in Congress that would expand the nation's social safety net
https://t.co/sbdpA7cxba",2021-09-12 13:47:19+00:00
cnnbrk,"FBI releases a newly declassified document related to its investigation of the September 11 attacks and suspected Saudi government support
https://t.co/3t1p6gNBao",2021-09-12 02:40:55+00:00
cnnbrk,"The US Capitol Police say that disciplinary action has been recommended in six cases against officers after internal investigations into the January 6 attack
https://t.co/NNqsjZmdOG",2021-09-12 00:11:19+00:00
cnnbrk,"Abimael Guzman, the founder of the Peruvian rebel group Shining Path, has died in prison, the country's National Penitentiary Institute says
https://t.co/YFI2wzsGfk",2021-09-11 16:54:23+00:00
cnnbrk,"America commemorates the 20th anniversary of the September 11 attacks with events in New York, Pennsylvania and Virginia. Follow live updates. 
https://t.co/qGmDmlEgOZ",2021-09-11 12:33:46+00:00
cnnbrk,"Seven more US Capitol riot defendants pleaded guilty to charges related to the January 6 insurrection, including one man who threatened to shoot House Speaker Nancy Pelosi
https://t.co/CT7CbGLWg9",2021-09-10 23:14:49+00:00
cnnbrk,"Los Angeles Dodgers pitcher Trevor Bauer will miss the rest of the season while being investigated for allegations of assault, a source says
https://t.co/Rd13vvuurg",2021-09-10 20:35:57+00:00
cnnbrk,"The DOJ appeals a Texas court ruling that found the DACA program unlawful, adding fresh uncertainty into thousands of immigrants' lives
https://t.co/HW3qPQ5CdJ",2021-09-10 20:22:35+00:00
cnnbrk,"A Florida appeals court rules in favor of Gov. Ron DeSantis, blocking face mask requirements in schools for now https://t.co/626V09G97p",2021-09-10 18:24:14+00:00
cnnbrk,"Apple is ordered to change how it handles App Store payments, but judge stops short of calling the company a monopoly https://t.co/WxTAqLaFoU",2021-09-10 16:11:19+00:00
cnnbrk,Giuliani associate Igor Fruman pleads guilty to a charge stemming from a case alleging he funneled foreign money to US campaign coffers https://t.co/CNxNgTz52b,2021-09-10 15:39:37+00:00
cnnbrk,"A second Qatar Airways flight takes off from Kabul airport, a day after more than 100 foreign nationals left with the Taliban's agreement https://t.co/h3GEPF3xUd",2021-09-10 13:58:46+00:00
cnnbrk,Los Angeles Unified public schools -- the nation's second largest school district -- will require Covid-19 vaccines for all eligible students https://t.co/qvhXOs32Ag,2021-09-09 23:07:39+00:00
cnnbrk,"President Biden will direct the Labor Department to require large employers to ensure all workers are vaccinated or tested once a week, official says https://t.co/d1PWfBsJnz",2021-09-09 19:35:31+00:00
cnnbrk,Attorney General Merrick Garland announces a lawsuit against Texas' new six-week abortion ban https://t.co/RxKt7nxskH,2021-09-09 19:11:35+00:00
cnnbrk,"Florida Gov. Ron DeSantis files an emergency appeal to reinstate a stay on school mask mandates 
https://t.co/Q5ezCkE0QJ",2021-09-09 18:01:47+00:00
cnnbrk,"Trump endorses Harriet Hageman in Wyoming's GOP primary as she looks to unseat Rep. Liz Cheney, a vocal critic of the former President 
https://t.co/wAlJWz6SHH",2021-09-09 15:54:47+00:00
cnnbrk,"The Justice Department is readying a challenge to Texas' restrictive abortion law, an official says. A formal announcement is expected as soon as today.
https://t.co/ytWnHPHYlx",2021-09-09 14:22:10+00:00
cnnbrk,"A Qatar Airways flight has taken off from Kabul airport after 200 people, including Americans, were allowed to leave by the Taliban
https://t.co/EfwpqicOZi",2021-09-09 13:46:53+00:00
cnnbrk,"2020 Democratic presidential candidate Sen. Amy Klobuchar says she was treated for breast cancer this year and it ""went well""
https://t.co/SFx6fmPLPC",2021-09-09 13:10:41+00:00
cnnbrk,"The White House is set to withdraw David Chipman's nomination as ATF chief following senators' concerns over his past record on gun control
https://t.co/YW85WQJWQu",2021-09-09 13:08:29+00:00
cnnbrk,"Los Angeles could become the first major US school district to mandate coronavirus vaccines for eligible students
https://t.co/NbvFb2yJpF https://t.co/yrnkkgpJw8",2021-09-09 12:52:12+00:00
cnnbrk,"The Taliban have cleared around 200 people, including Americans, to leave Kabul airport on a Qatari flight, source tells CNN
https://t.co/EVmlMbXcrH",2021-09-09 10:39:21+00:00
cnnbrk,"Tropical Storm Mindy has formed in the Gulf of Mexico, the National Hurricane Center says, and forecasters have issued storm warnings for the Florida panhandle https://t.co/ami5tZsonu",2021-09-08 21:46:11+00:00
cnnbrk,An internal Capitol Police memo notes an uptick in online chatter and the potential for clashes and unrest during a September 18 right-wing rally https://t.co/C36QMHSti9,2021-09-08 17:25:13+00:00
cnnbrk,"A Florida judge rules against Gov. Ron DeSantis' appeal and allows mask mandates to continue in schools
https://t.co/a0emY0vhWK https://t.co/LKEf2s1DD2",2021-09-08 16:44:52+00:00
cnnbrk,"Taliban fighters use whips and sticks against women protesting in Kabul following the militant group's announcement of a hardline, male-only interim government
https://t.co/L39qyY56xT https://t.co/io9436w4Qr",2021-09-08 15:59:59+00:00
cnnbrk,"Flash flood watches are in effect in the Northeast as storms are expected to move through some areas affected by the remnants of Ida
https://t.co/p9BN8bFZ5P",2021-09-08 13:31:07+00:00
cnnbrk,"Crews take down a 12-ton statue of Confederate Gen. Robert E. Lee in Richmond, Virginia, after the state Supreme Court last week cleared the way for its removal
https://t.co/Ww9mXem2G5",2021-09-08 13:09:15+00:00
cnnbrk,A powerful 7.0 magnitude earthquake struck southwest Mexico and has prompted a tsunami threat https://t.co/f1DlB8CDzL,2021-09-08 02:35:54+00:00
cnnbrk,Britney Spears' father has filed a petition to end the singer's 13-year conservatorship in the wake of several high-profile court hearings https://t.co/zEfU46s79U,2021-09-07 23:29:56+00:00
cnnbrk,"Mexico's Supreme Court rules that penalizing abortion is unconstitutional, a major victory for women's health advocates in the majority Roman Catholic nation https://t.co/xjwHD9ALoY",2021-09-07 19:54:48+00:00
cnnbrk,"Bitcoin plunges after El Salvador officially adopts the cryptocurrency as legal tender
https://t.co/yxNW6HqBrc",2021-09-07 17:51:34+00:00
cnnbrk,"Texas Gov. Greg Abbott signs into law a bill with a host of restrictive voting measures, some of which take aim at mail-in ballots
https://t.co/No5Ej173FY",2021-09-07 16:28:33+00:00
cnnbrk,"The Taliban announce an interim Afghan government of hardliners, with a top post going to a militant wanted by the US
https://t.co/Hd8dU0Ib3N",2021-09-07 15:16:58+00:00
cnnbrk,"The Taliban fire into the air to break up one of Kabul's largest street protests since the militant group seized power in Afghanistan last month
https://t.co/GXiSAN6dm8",2021-09-07 13:24:44+00:00
cnnbrk,"Covid-19 cases are four times higher on average this Labor Day than the same time last year, according to Johns Hopkins data
https://t.co/ASqoWDQsMl",2021-09-07 12:47:11+00:00
